src_mac,dst_mac,srcip,dstip,sport,dport,proto,service,state,dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,smeansz,dmeansz,trans_depth,res_bdy_len,http_method,is_ftp_login,ftp_cmd,rate,sloss,dloss,sload,dload,swin,dwin,stcpb,dtcpb,sjit,djit,stime,ltime,sinpkt,dinpkt,tcprtt,synack,ackdat
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1056,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1056,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.825341,1782078667.825341,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1057,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1057,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.825545,1782078667.825545,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1058,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1058,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.825770,1782078667.825770,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1059,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1059,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.825969,1782078667.825969,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1060,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1060,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.826210,1782078667.826210,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1061,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1061,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.826425,1782078667.826425,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1062,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1062,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.826652,1782078667.826652,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1063,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1063,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.826869,1782078667.826869,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1064,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1064,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.827162,1782078667.827162,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1065,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1065,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.827414,1782078667.827414,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1066,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1066,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.840781,1782078667.840781,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1067,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1067,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.841006,1782078667.841006,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1068,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1068,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.841216,1782078667.841216,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1069,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1069,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.841416,1782078667.841416,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1070,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1070,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.841635,1782078667.841635,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1071,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1071,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.841845,1782078667.841845,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1072,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1072,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.842075,1782078667.842075,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1073,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1073,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.842314,1782078667.842314,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1074,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1074,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.842523,1782078667.842523,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1075,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1075,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.842742,1782078667.842742,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1076,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1076,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.842947,1782078667.842947,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1077,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1077,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.843207,1782078667.843207,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1078,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1078,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.843412,1782078667.843412,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1079,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1079,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.843610,1782078667.843610,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1080,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1080,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.843815,1782078667.843815,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1081,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1081,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.844016,1782078667.844016,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1082,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1082,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.844256,1782078667.844256,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1083,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1083,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.844463,1782078667.844463,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1084,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1084,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.844668,1782078667.844668,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1085,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1085,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.844918,1782078667.844918,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1086,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1086,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.845142,1782078667.845142,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1087,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1087,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.845356,1782078667.845356,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1088,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1088,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.845575,1782078667.845575,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1089,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1089,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.845785,1782078667.845785,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1090,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1090,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.845999,1782078667.845999,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1091,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1091,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.846232,1782078667.846232,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1092,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1092,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.846595,1782078667.846595,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1093,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1093,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.846829,1782078667.846829,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1094,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1094,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.847039,1782078667.847039,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1095,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1095,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.847255,1782078667.847255,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1096,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1096,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.847460,1782078667.847460,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1097,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1097,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.847666,1782078667.847666,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1098,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1098,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.847901,1782078667.847901,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1099,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1099,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.848136,1782078667.848136,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1100,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1100,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.848347,1782078667.848347,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1101,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1101,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.848556,1782078667.848556,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1102,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1102,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.848784,1782078667.848784,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1103,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1103,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.849006,1782078667.849006,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1104,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1104,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.849220,1782078667.849220,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1105,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1105,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.849445,1782078667.849445,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1106,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1106,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.849701,1782078667.849701,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1107,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1107,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.849906,1782078667.849906,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1108,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1108,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.850162,1782078667.850162,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1109,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1109,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.850396,1782078667.850396,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1110,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1110,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.850597,1782078667.850597,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1111,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1111,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.850808,1782078667.850808,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1112,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
